Codering_3,SoortRegio_2,Gemeentenaam_1,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Nederland_17,EuropaExclusiefNederland_18,BuitenEuropa_19,HuishoudensTotaal_29,Eenpersoonshuishoudens_30,HuishoudensZonderKinderen_31,HuishoudensMetKinderen_32,GemiddeldeHuishoudensgrootte_33,Bevolkingsdichtheid_34,LeerlingenPo_62,LeerlingenVoInclVavo_63,StudentenMboExclExtranei_64,StudentenHbo_65,StudentenWo_66,BasisonderwijsVmboMbo1_67,HavoVwoMbo24_68,HboWo_69,WerkzameBeroepsbevolking_70,GemGestandaardiseerdInkomen_83,k_40HuishoudensMetLaagsteInkomen_84,k_20HuishoudensMetHoogsteInkomen_85,ALandbouwBosbouwEnVisserij_96,BFNijverheidEnEnergie_97,GIHandelEnHoreca_98,HJVervoerInformatieEnCommunicatie_99,KLFinancieleDienstenOnroerendGoed_100,MNZakelijkeDienstverlening_101,OQOverheidOnderwijsEnZorg_102,RUCultuurRecreatieOverigeDiensten_103,PersonenautoSPerHuishouden_107,MateVanStedelijkheid_120
BU07030202,Buurt     ,Reimerswaal                             ,1430,710,720,320,250,310,325,225,1175,105,155,510,135,120,250,2.8,2923,180,110,70,30,10,370,440,170,760,,33.9,23.8,0,25,20,10,5,20,25,5,1.3,5
BU07030206,Buurt     ,Reimerswaal                             ,75,35,40,25,10,15,25,0,70,0,5,20,0,5,15,3.5,581,10,10,0,0,0,,,,40,,,,0,10,10,0,0,5,0,0,,5
BU07030209,Buurt     ,Reimerswaal                             ,170,90,85,35,25,30,55,30,165,5,0,55,5,25,25,3.0,18,20,10,10,0,0,,60,,110,,,,15,10,5,0,5,5,0,0,2.0,5
WK070303  ,Wijk      ,Reimerswaal                             ,1435,735,700,345,235,335,345,175,1340,55,45,475,110,130,235,3.0,141,180,120,60,30,0,320,500,200,850,,25.0,31.5,45,55,35,20,10,25,15,15,1.5,5
BU07030300,Buurt     ,Reimerswaal                             ,1045,535,515,240,165,260,260,125,975,45,35,365,85,100,175,2.9,3129,120,70,50,30,0,220,380,160,620,,24.9,29.8,10,40,25,10,5,20,10,10,1.6,5
BU07030309,Buurt     ,Reimerswaal                             ,385,200,185,105,65,75,90,50,365,10,15,115,25,35,55,3.4,39,50,50,20,0,0,100,130,,220,,25.4,36.8,35,20,10,5,5,10,5,5,1.4,5
WK070304  ,Wijk      ,Reimerswaal                             ,2990,1530,1460,455,335,760,835,605,2115,565,310,1390,530,405,455,2.1,64,210,160,100,50,10,620,1110,550,1690,,40.3,15.0,40,100,80,30,10,50,55,30,1.3,5
BU07030400,Buurt     ,Reimerswaal                             ,1655,810,845,235,165,455,425,365,1120,335,200,830,355,230,245,2.0,4208,110,60,50,20,0,370,620,230,880,,47.6,9.0,5,55,30,15,0,20,25,10,1.1,5
BU07030401,Buurt     ,Reimerswaal                             ,175,100,75,30,25,45,50,30,155,15,5,65,15,20,30,2.6,691,20,10,10,0,0,,,,100,,,,0,15,10,0,0,0,5,0,1.4,5
BU07030402,Buurt     ,Reimerswaal                             ,95,55,40,15,5,30,40,15,60,30,5,50,20,20,10,1.9,1502,10,0,0,0,0,,,,50,,,,,,,,,,,,1.4,5
BU07030403,Buurt     ,Reimerswaal                             ,730,390,340,130,95,165,220,125,490,160,80,315,105,90,115,2.3,2522,50,50,20,20,0,130,250,220,450,,31.4,23.6,0,10,5,5,0,15,15,5,1.6,5
BU07030406,Buurt     ,Reimerswaal                             ,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,2.0,,0,0,0,0,0,,,,0,,,,0,5,20,5,5,0,0,0,,5
BU07030409,Buurt     ,Reimerswaal                             ,335,170,160,45,50,65,105,65,285,25,15,135,35,45,55,2.5,7,20,30,20,10,0,,,,210,,19.8,26.7,35,15,10,5,0,15,10,10,1.6,5
WK070305  ,Wijk      ,Reimerswaal                             ,1740,905,840,245,185,395,495,420,1300,330,115,860,355,260,240,2.0,368,130,80,50,30,0,440,690,190,920,,42.6,11.3,10,30,30,15,10,40,35,25,1.1,5
BU07030500,Buurt     ,Reimerswaal                             ,630,320,315,80,65,165,195,120,465,130,35,315,135,100,85,2.0,940,40,30,10,10,0,120,300,,370,,42.0,11.0,0,10,15,5,5,15,10,10,1.3,5
BU07030501,Buurt     ,Reimerswaal                             ,1035,550,485,150,115,215,280,280,760,200,75,515,220,150,145,2.0,2239,80,50,40,20,0,280,380,120,520,,44.6,10.0,0,15,15,15,0,20,20,15,1.0,5
BU07030509,Buurt     ,Reimerswaal                             ,75,35,40,10,10,20,15,20,75,0,0,25,10,10,10,2.5,21,10,0,0,0,0,,,,40,,,,5,0,0,0,5,5,5,0,,5
WK070306  ,Wijk      ,Reimerswaal                             ,620,300,315,180,90,175,125,50,565,25,30,190,35,45,110,3.2,392,110,50,30,10,0,140,220,60,340,,18.2,33.3,20,20,10,10,5,15,5,0,1.4,5
BU07030600,Buurt     ,Reimerswaal                             ,570,275,295,175,80,165,110,45,530,15,30,175,20,45,110,3.3,3426,110,40,20,10,0,120,200,60,320,,14.6,34.5,15,20,10,10,5,15,5,0,1.6,5
BU07030609,Buurt     ,Reimerswaal                             ,50,25,20,5,5,15,15,5,35,5,0,20,10,5,5,2.2,33,10,0,0,0,0,,,,20,,,,,,,,,,,,,5
GM0274    ,Gemeente  ,Renkum                                  ,31419,15402,16017,4049,2955,5633,9536,9246,25649,2182,3588,14947,5789,5015,4143,2.0,684,2250,1790,570,500,290,4930,7560,10150,15320,45.9,36.0,22.3,40,415,540,255,285,1425,1000,525,1.1,4
WK027401  ,Wijk      ,Renkum                                  ,5800,2865,2935,795,645,1300,1745,1305,4825,340,635,2710,1005,890,815,2.1,2379,430,290,150,100,80,940,1820,1630,3160,40.1,37.8,20.6,5,95,120,30,25,190,150,80,1.2,3
BU02740101,Buurt     ,Renkum                                  ,10,5,5,5,0,0,0,5,5,0,0,5,0,0,0,4.0,,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
BU02740102,Buurt     ,Renkum                                  ,25,10,10,0,0,0,5,10,20,0,0,5,0,5,0,2.3,51,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
BU02740103,Buurt     ,Renkum                                  ,1950,955,990,295,195,425,600,430,1620,110,220,875,285,305,285,2.2,4836,170,100,50,30,20,330,540,590,1050,,34.9,21.0,0,35,30,10,10,60,50,25,1.2,4
BU02740104,Buurt     ,Renkum                                  ,1355,675,680,135,195,375,365,290,1140,90,130,690,335,210,145,1.9,4988,70,50,30,30,50,190,470,420,800,,44.1,18.8,0,25,55,10,10,50,55,25,1.0,4
BU02740105,Buurt     ,Renkum                                  ,1670,805,865,275,195,350,535,315,1360,95,215,730,230,220,290,2.3,5987,150,100,60,30,10,330,590,360,890,,36.2,18.3,0,25,20,10,5,35,30,20,1.2,3
BU02740106,Buurt     ,Renkum                                  ,805,420,385,90,65,145,245,255,685,50,70,405,155,155,100,2.0,2956,50,30,10,20,0,,,,410,,37.1,26.2,0,10,15,5,5,45,15,10,1.2,3
WK027402  ,Wijk      ,Renkum                                  ,3325,1665,1655,450,355,685,975,850,2765,200,355,1480,460,520,500,2.2,354,260,140,90,50,20,580,1030,880,1680,,32.8,19.5,5,65,50,30,15,90,75,45,1.3,3
BU02740201,Buurt     ,Renkum                                  ,65,40,30,0,0,20,25,20,50,0,15,5,0,0,0,1.8,46,0,0,0,0,0,,,,0,,,,,,,,,,,,,4
BU02740202,Buurt     ,Renkum                                  ,1325,645,680,175,130,255,385,390,1075,100,150,625,200,230,190,2.1,5650,100,50,40,10,10,230,370,390,650,,34.3,17.2,0,25,15,10,5,25,20,15,1.2,3
BU02740203,Buurt     ,Renkum                                  ,190,95,95,40,20,40,45,45,160,10,15,75,25,15,35,2.4,1356,20,10,0,0,0,,40,,90,,,,0,0,0,5,0,5,15,5,1.3,3
BU02740204,Buurt     ,Renkum                                  ,105,50,55,10,15,10,45,25,95,5,10,45,15,15,15,2.4,834,10,10,0,0,0,,40,,70,,,,0,20,15,5,5,15,5,5,,4
BU02740205,Buurt     ,Renkum                                  ,1570,800,770,230,185,340,450,365,1325,80,165,695,205,240,250,2.3,5821,130,70,50,30,10,250,540,380,820,,31.1,18.2,0,15,10,10,5,40,30,15,1.2,3
BU02740206,Buurt     ,Renkum                                  ,15,10,5,0,5,5,5,0,15,5,5,5,5,0,5,2.0,4,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU02740207,Buurt     ,Renkum                                  ,50,30,20,5,5,5,20,15,50,5,0,25,10,10,5,1.9,14,0,0,0,0,0,,,,30,,,,,,,,,,,,,5
WK027403  ,Wijk      ,Renkum                                  ,3400,1620,1780,390,310,605,990,1100,2805,190,405,1735,780,510,445,1.9,1509,210,160,70,50,30,590,870,970,1580,,44.2,16.7,5,35,40,25,15,120,80,50,1.1,4
BU02740301,Buurt     ,Renkum                                  ,15,5,10,5,0,0,5,5,15,0,5,10,0,5,0,2.1,30,0,0,0,0,0,,,,10,,,,,,,,,,,,,4
BU02740302,Buurt     ,Renkum                                  ,630,265,370,35,30,55,140,375,565,30,40,335,190,100,50,1.7,2346,20,20,0,10,0,80,110,150,200,,50.1,11.6,0,5,10,10,5,20,15,10,1.0,4
BU02740303,Buurt     ,Renkum                                  ,1440,695,750,220,155,330,400,335,1110,75,255,740,360,160,220,1.9,5449,120,70,50,20,10,300,440,340,660,,54.7,10.3,0,15,5,5,0,25,20,5,1.0,3
BU02740304,Buurt     ,Renkum                                  ,870,440,430,100,95,135,300,245,740,50,85,405,140,140,125,2.1,3552,50,50,20,20,10,150,200,300,460,,30.0,25.3,0,5,15,5,5,35,25,20,1.2,4
BU02740305,Buurt     ,Renkum                                  ,420,205,210,35,30,75,140,130,360,35,25,225,90,95,40,1.8,1870,20,20,10,0,0,,,,240,,27.8,28.6,0,5,5,0,5,35,10,10,1.3,4
BU02740306,Buurt     ,Renkum                                  ,25,15,10,5,0,5,5,10,20,0,0,15,10,5,0,1.9,31,0,0,0,0,0,,,,10,,,,0,5,5,0,0,5,10,0,,5
WK027404  ,Wijk      ,Renkum                                  ,150,75,75,25,5,30,45,40,115,15,15,65,15,25,20,2.2,113,10,10,0,0,0,,30,,80,,,,0,5,0,0,5,15,0,0,1.7,5
BU02740401,Buurt     ,Renkum                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,
BU02740402,Buurt     ,Renkum                                  ,115,60,55,20,5,15,35,40,90,15,15,50,10,20,15,2.4,409,10,10,0,0,0,,,,50,,,,0,5,0,0,5,10,0,0,,5
BU02740403,Buurt     ,Renkum                                  ,30,15,20,5,0,15,10,5,30,0,0,20,10,5,0,1.8,53,0,0,0,0,0,,,,30,,,,,,,,,,,,,5
WK027405  ,Wijk      ,Renkum                                  ,1040,585,455,90,95,230,380,240,755,105,185,340,125,140,75,2.1,195,60,50,20,10,0,260,210,390,350,,34.4,26.8,5,10,10,5,5,40,40,10,1.3,5
BU02740501,Buurt     ,Renkum                                  ,5,5,5,0,5,5,0,0,10,0,5,5,0,0,0,2.0,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU02740502,Buurt     ,Renkum                                  ,10,5,5,0,0,0,5,0,0,5,5,10,10,0,0,1.1,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU02740503,Buurt     ,Renkum                                  ,515,335,185,35,45,165,195,80,305,65,145,100,55,25,20,2.1,706,20,20,10,0,0,,,,70,,,,0,5,0,0,0,10,15,5,1.3,5
BU02740504,Buurt     ,Renkum                                  ,505,240,260,55,50,65,185,155,440,35,35,235,65,110,60,2.2,2139,30,30,10,10,0,,,,280,,19.7,33.9,0,5,10,5,5,30,25,5,1.3,5
WK027406  ,Wijk      ,Renkum                                  ,840,410,430,100,60,105,265,310,715,70,50,380,130,160,90,2.0,141,60,40,10,20,10,90,150,330,390,,31.7,29.6,5,5,10,10,5,35,40,20,1.1,5
BU02740601,Buurt     ,Renkum                                  ,20,5,10,0,0,0,10,5,15,0,5,10,5,5,0,1.7,14,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU02740602,Buurt     ,Renkum                                  ,5,5,0,0,5,0,5,5,10,0,0,5,0,5,0,2.3,,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU02740603,Buurt     ,Renkum                                  ,630,300,335,80,50,80,190,235,530,65,35,280,100,105,70,2.0,1168,40,40,10,20,10,70,,230,290,,35.9,27.4,0,5,5,5,5,20,30,10,1.0,5
BU02740604,Buurt     ,Renkum                                  ,180,95,85,15,10,25,65,65,160,10,10,85,25,50,20,2.0,1117,10,0,0,0,10,,,,90,,,,0,0,5,5,5,5,10,5,1.4,5
WK027407  ,Wijk      ,Renkum                                  ,675,335,345,70,55,95,215,240,485,130,55,325,105,140,75,2.0,90,40,40,0,10,0,170,90,250,330,,30.0,34.4,5,5,15,5,10,55,15,5,1.3,5
BU02740701,Buurt     ,Renkum                                  ,15,5,10,5,5,10,0,5,10,5,0,10,5,5,0,2.4,7,0,0,0,0,0,,,,10,,,,,,,,,,,,,5
BU02740702,Buurt     ,Renkum                                  ,160,80,80,15,25,50,45,25,60,85,15,95,55,15,25,1.7,37,10,0,0,0,0,,,,90,,,,,,,,,,,,0.3,4
BU02740703,Buurt     ,Renkum                                  ,500,240,255,50,30,40,165,210,415,40,45,220,50,120,50,2.1,849,30,30,0,10,0,100,70,200,230,,13.6,44.3,0,0,10,5,10,50,15,5,1.6,5
WK027408  ,Wijk      ,Renkum                                  ,4260,2055,2200,470,330,830,1240,1405,3230,330,700,2350,1100,755,495,1.8,4514,250,200,70,80,30,660,1090,1290,2000,,45.1,12.1,0,50,55,35,20,145,125,75,1.0,4
BU02740801,Buurt     ,Renkum                                  ,1925,920,1005,190,130,355,585,665,1440,135,350,1085,520,360,200,1.8,4711,110,80,30,30,10,340,470,540,840,,47.1,8.9,0,20,10,15,5,50,55,25,1.0,4
BU02740802,Buurt     ,Renkum                                  ,1390,670,715,165,110,245,395,480,1135,110,145,710,275,255,180,2.0,3729,90,80,20,30,10,160,310,500,700,,32.3,20.1,0,15,25,10,10,65,45,30,1.1,4
BU02740803,Buurt     ,Renkum                                  ,950,465,480,115,90,235,265,260,650,85,210,560,300,135,115,1.7,5810,60,40,20,20,0,,320,250,460,,57.7,8.2,0,15,15,10,10,35,25,20,0.9,4
WK027409  ,Wijk      ,Renkum                                  ,700,350,345,85,50,80,270,215,575,40,85,320,85,145,90,2.2,1356,40,40,0,10,10,120,160,260,350,,25.5,31.1,0,10,5,10,5,35,15,15,1.3,5
BU02740901,Buurt     ,Renkum                                  ,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU02740902,Buurt     ,Renkum                                  ,700,355,345,85,50,80,270,210,575,45,85,325,85,145,90,2.2,3325,40,40,0,10,10,120,160,260,350,,25.2,31.2,0,10,5,10,5,35,15,15,1.3,5
WK027410  ,Wijk      ,Renkum                                  ,740,340,400,55,80,25,150,430,605,55,80,355,175,135,55,1.8,204,50,40,10,10,10,,110,180,210,,32.5,27.2,0,5,10,5,30,50,20,15,1.3,5
BU02741001,Buurt     ,Renkum                                  ,35,15,20,5,5,5,15,10,25,0,5,20,10,5,0,1.7,25,0,0,0,0,0,,,,20,,,,0,0,0,0,5,5,5,5,,4
BU02741002,Buurt     ,Renkum                                  ,205,120,85,30,45,10,55,65,175,5,25,70,15,35,20,2.2,719,30,20,10,0,0,,,,80,,,,0,0,0,0,10,20,10,0,1.8,5
BU02741003,Buurt     ,Renkum                                  ,10,5,10,0,0,0,0,10,5,0,5,5,0,5,0,2.5,37,0,0,0,0,0,,,,0,,,,,,,,,,,,,5
BU02741004,Buurt     ,Renkum                                  ,370,150,215,20,30,10,70,240,305,40,30,165,85,60,25,1.8,1059,10,20,0,0,0,,,,100,,37.3,21.9,0,5,5,5,10,20,0,5,1.2,4
BU02741005,Buurt     ,Renkum                                  ,125,50,70,0,0,0,15,110,90,15,20,95,65,25,5,1.3,86,0,0,0,0,0,,,,10,,,,,,,,,,,,0.9,5
WK027411  ,Wijk      ,Renkum                                  ,5245,2570,2680,755,535,890,1620,1445,4350,375,520,2460,915,785,760,2.1,1381,410,410,80,110,50,790,980,1950,2700,,30.4,28.3,5,85,165,55,65,345,210,110,1.1,3
BU02741101,Buurt     ,Renkum                                  ,40,20,20,0,10,5,10,20,30,0,5,20,5,10,5,2.0,27,0,0,0,0,0,,,,20,,,,,,,,,,,,,4
BU02741102,Buurt     ,Renkum                                  ,2010,980,1030,255,190,285,615,660,1700,145,170,950,365,305,280,2.1,2372,140,150,30,50,20,,390,800,970,,29.4,28.7,0,30,90,20,30,145,80,65,1.1,3
BU02741103,Buurt     ,Renkum                                  ,1815,885,930,280,190,340,570,435,1435,135,245,860,325,270,265,2.1,5312,160,150,30,40,20,370,360,600,950,,33.8,26.6,0,30,55,15,20,110,70,25,1.1,3
BU02741104,Buurt     ,Renkum                                  ,1260,615,645,205,130,235,385,300,1075,90,95,575,205,185,190,2.2,2411,110,110,20,20,10,200,220,490,680,,27.8,29.2,5,15,10,15,10,70,50,15,1.1,4
BU02741105,Buurt     ,Renkum                                  ,125,65,55,5,15,30,40,40,110,10,5,55,20,20,20,2.2,202,0,10,0,0,0,,,,70,,,,0,10,5,0,0,10,10,5,1.6,5
WK027412  ,Wijk      ,Renkum                                  ,5250,2535,2715,765,430,755,1635,1660,4425,325,505,2420,890,815,710,2.1,1796,430,360,80,80,50,590,1080,1960,2480,,31.0,27.9,5,45,55,45,80,310,220,100,1.1,4
BU02741201,Buurt     ,Renkum                                  ,395,190,205,40,15,35,135,165,325,30,35,210,75,90,40,1.9,2260,20,20,0,0,0,70,,,160,,33.3,25.7,0,0,5,0,0,25,15,5,1.1,4
BU02741202,Buurt     ,Renkum                                  ,1145,550,595,160,90,160,385,350,985,60,105,540,185,190,165,2.1,4483,80,90,20,20,10,110,300,420,580,,25.0,32.6,0,15,15,10,20,80,55,20,1.3,3
BU02741203,Buurt     ,Renkum                                  ,790,390,400,85,60,90,235,315,615,65,115,360,170,120,75,1.9,2413,50,50,10,10,10,110,150,270,290,,36.7,27.1,0,5,5,5,15,55,20,10,1.0,4
BU02741204,Buurt     ,Renkum                                  ,1100,525,575,190,65,165,325,350,920,80,100,535,210,175,150,2.0,3180,110,70,20,20,10,140,200,400,520,,35.4,21.6,0,10,10,10,30,65,70,35,1.0,3
BU02741205,Buurt     ,Renkum                                  ,145,90,60,5,20,5,40,70,135,5,10,45,10,15,15,2.4,108,0,10,0,0,0,,,,60,,,,0,5,0,0,5,10,5,5,,4
BU02741206,Buurt     ,Renkum                                  ,1675,790,885,285,165,300,515,410,1450,85,140,730,240,225,265,2.3,3715,170,130,30,30,10,170,290,710,870,,29.3,28.9,0,10,20,15,10,75,60,25,1.1,3
GM0339    ,Gemeente  ,Renswoude                               ,5753,2901,2852,1204,742,1453,1413,941,5107,345,301,2257,619,694,944,2.5,313,660,340,190,110,40,1330,1910,900,3360,,27.2,26.2,100,210,150,55,75,195,100,70,1.5,4
WK033900  ,Wijk      ,Renswoude                               ,5755,2900,2855,1205,740,1455,1415,940,5110,345,300,2255,620,695,945,2.5,313,660,340,190,110,40,1330,1910,900,3360,,27.2,26.2,100,210,150,55,75,195,100,70,1.5,4
BU03390000,Buurt     ,Renswoude                               ,3545,1760,1785,675,450,820,900,700,3100,240,200,1460,430,465,565,2.4,3171,390,190,110,70,20,980,1140,460,1990,,30.6,21.7,10,120,75,15,30,105,55,40,1.4,4
BU03390009,Buurt     ,Renswoude                               ,2210,1145,1065,530,295,635,515,245,2005,105,95,800,190,230,375,2.8,128,270,150,80,50,20,330,790,450,1370,,20.9,34.3,90,90,75,40,45,90,45,30,1.7,5
GM1667    ,Gemeente  ,Reusel-De Mierden                       ,13577,6993,6584,2234,1397,3325,3507,3114,12076,971,530,5802,1734,2064,2004,2.3,174,1220,690,390,230,60,2750,4830,2590,7720,43.4,29.9,23.6,250,430,310,80,85,345,245,200,1.3,4
WK166700  ,Wijk      ,Reusel-De Mierden                       ,8850,4545,4300,1445,895,2270,2200,2045,7890,595,360,3835,1180,1355,1295,2.3,286,820,450,250,140,40,1940,3130,1520,5000,42.6,31.3,20.9,125,290,215,45,60,220,150,125,1.3,4
BU16670000,Buurt     ,Reusel-De Mierden                       ,7130,3670,3460,1080,705,1790,1770,1780,6325,470,330,3190,1035,1145,1010,2.2,3071,610,350,210,110,30,1600,2470,1190,3930,40.5,32.9,18.1,25,215,160,30,35,160,120,105,1.3,4
BU16670001,Buurt     ,Reusel-De Mierden                       ,425,215,210,90,45,100,100,90,395,25,5,145,25,45,75,2.9,199,50,30,10,10,10,100,130,80,250,,19.6,47.6,15,35,20,5,15,20,15,5,1.6,5
BU16670002,Buurt     ,Reusel-De Mierden                       ,310,150,160,40,45,50,105,75,290,15,5,125,25,55,45,2.5,127,20,10,10,0,0,60,130,50,180,,25.0,29.8,15,15,15,5,5,20,5,10,1.6,5
BU16670008,Buurt     ,Reusel-De Mierden                       ,745,375,370,185,70,255,155,80,670,50,25,285,75,80,130,2.6,116,120,40,20,10,0,120,320,,490,,26.6,27.3,20,20,15,5,10,15,10,10,1.4,4
BU16670009,Buurt     ,Reusel-De Mierden                       ,240,135,100,50,25,65,65,25,210,30,0,85,15,30,40,2.8,14,20,20,10,0,0,40,100,,160,,,,50,10,10,0,0,10,5,0,1.3,5
WK166701  ,Wijk      ,Reusel-De Mierden                       ,1965,1035,935,350,200,440,520,445,1750,140,70,810,230,290,295,2.4,93,190,100,40,40,10,310,720,400,1100,,26.1,30.4,55,55,30,20,10,40,40,30,1.4,5
BU16670100,Buurt     ,Reusel-De Mierden                       ,1485,780,710,260,150,340,375,355,1335,95,55,620,170,225,225,2.4,1193,130,80,30,30,0,250,540,300,820,,24.2,27.8,10,40,20,15,10,25,25,15,1.4,5
BU16670109,Buurt     ,Reusel-De Mierden                       ,475,255,225,90,50,100,140,90,415,45,15,190,60,65,70,2.5,24,50,20,10,10,10,60,180,100,280,,32.4,38.9,45,20,10,5,0,15,15,10,1.3,5
WK166702  ,Wijk      ,Reusel-De Mierden                       ,1900,980,925,280,225,415,555,425,1645,180,75,815,255,280,280,2.3,99,130,100,70,40,10,330,670,480,1100,,30.9,27.9,45,50,45,15,10,60,50,35,1.4,5
BU16670200,Buurt     ,Reusel-De Mierden                       ,1470,755,715,235,160,325,405,345,1300,100,65,620,190,225,215,2.3,1443,110,80,60,30,10,260,500,360,830,,28.5,26.9,5,25,30,15,10,45,40,20,1.5,5
BU16670209,Buurt     ,Reusel-De Mierden                       ,430,225,205,50,65,85,150,80,340,80,10,195,65,55,70,2.2,24,20,20,20,10,0,,170,140,270,,38.7,30.9,40,25,15,0,0,15,10,15,1.2,5
WK166703  ,Wijk      ,Reusel-De Mierden                       ,865,440,430,155,80,205,235,195,790,50,25,340,75,140,130,2.5,128,80,50,30,10,0,140,320,200,520,,20.5,28.4,30,30,15,5,0,25,10,10,1.5,5
BU16670300,Buurt     ,Reusel-De Mierden                       ,645,315,330,115,55,160,170,145,580,45,20,260,60,110,95,2.5,1347,70,30,20,10,0,90,250,150,380,,18.9,28.2,5,20,10,5,0,15,10,10,1.6,5
BU16670309,Buurt     ,Reusel-De Mierden                       ,220,120,100,40,20,45,70,50,205,10,5,80,15,35,35,2.7,35,10,20,10,0,0,50,70,,140,,,,25,10,5,0,0,10,0,5,1.3,5
GM0275    ,Gemeente  ,Rheden                                  ,43661,21398,22263,5881,4619,9236,12137,11788,35035,3088,5538,21437,9095,6373,5969,2.0,534,3190,2270,1050,1150,300,8060,12640,10980,21380,39.5,43.6,16.6,65,740,805,310,265,1395,1230,625,1.1,3
WK027500  ,Wijk      ,Rheden                                  ,16360,8035,8325,2110,1610,3185,4810,4645,13450,890,2020,7770,2860,2605,2305,2.1,457,1160,750,430,300,100,3340,4930,3730,8060,39.3,38.2,16.0,35,245,300,100,75,445,375,195,1.1,3
BU02750000,Buurt     ,Rheden                                  ,2025,1005,1020,220,195,335,640,640,1760,125,145,970,375,340,250,2.0,1514,120,80,40,40,20,310,560,620,1040,,33.9,23.0,0,45,45,15,10,80,50,30,1.1,4
BU02750001,Buurt     ,Rheden                                  ,7345,3660,3685,1030,740,1670,2100,1810,5835,425,1090,3585,1405,1065,1120,2.0,3809,550,340,210,110,30,1780,2420,1360,3670,35.7,43.3,11.4,0,100,155,40,25,135,150,75,1.0,3
BU02750002,Buurt     ,Rheden                                  ,4085,1930,2155,525,415,735,1095,1320,3275,200,610,1900,680,655,565,2.1,2162,290,200,120,90,30,760,1190,830,1850,,38.7,14.4,0,25,45,25,15,85,80,55,1.1,3
BU02750003,Buurt     ,Rheden                                  ,805,405,400,120,80,130,275,200,720,40,45,335,75,140,125,2.4,842,80,40,20,10,10,130,310,160,420,,31.3,21.2,0,35,25,5,5,25,20,10,1.4,4
