"Populatie";"Geslacht";"Persoonskenmerken";"Vervoerwijzen";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per dag /Verplaatsingen  (aantal)";"Gemiddeld per persoon per dag /Afstand  (reizigerskilometers)";"Gemiddeld per persoon per dag /Reisduur (minuten)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";2,73;31,82;73,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2022";"Nederland";2,97;36,36;78,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2023";"Nederland";2,97;38,17;78,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Totaal";"Waarde";"2024*";"Nederland";2,98;38,92;79,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";1,23;23,25;30,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";1,21;22,94;31,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";1,03;16,81;23,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";1,03;16,91;24,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";1,11;18,99;26,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";1,15;20,35;28,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";1,16;21,63;29,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,36;8,72;11,42
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,35;8,8;11,83
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,27;5,26;7,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,29;6,65;9,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,31;7,09;9,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,35;7,66;10,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,32;7,21;9,97
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2018";"Nederland";0,08;4,14;6,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2019";"Nederland";0,09;4,45;6,76
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2020";"Nederland";0,03;1,72;2,61
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2021";"Nederland";0,03;1,49;2,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2022";"Nederland";0,06;2,91;4,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2023";"Nederland";0,07;3,56;5,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Trein";"Waarde";"2024*";"Nederland";0,07;3,16;5,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2018";"Nederland";0,75;3,01;14,84
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2019";"Nederland";0,7;2,75;13,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2020";"Nederland";0,61;2,54;13,29
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2021";"Nederland";0,64;2,65;13,93
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2022";"Nederland";0,75;3;15,48
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2023";"Nederland";0,72;2,77;13,52
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, personenauto in hh";"Fiets";"Waarde";"2024*";"Nederland";0,75;2,99;14,7
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2018";"Nederland";2,84;34,61;82,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2019";"Nederland";2,77;34,62;82,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2020";"Nederland";2,24;20,59;62,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2021";"Nederland";2,49;23,57;72,67
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2022";"Nederland";2,61;27,38;75,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2023";"Nederland";2,62;29,38;78,23
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Totaal";"Waarde";"2024*";"Nederland";2,64;30,9;81,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,4;7,38;10,69
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,36;7,42;10,16
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,29;4,86;7,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,33;5,68;8,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,32;6,4;9,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,31;5,33;8,13
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,33;6,79;9,87
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,17;4,71;6,44
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,16;4,14;6,12
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,13;2,93;4,27
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,13;2,81;4,4
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,16;4,12;6,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,14;4,11;5,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,16;4,02;6,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2018";"Nederland";0,23;11,22;17,03
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2019";"Nederland";0,25;11,97;19,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2020";"Nederland";0,1;4,84;7,37
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2021";"Nederland";0,11;5,96;9,55
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2022";"Nederland";0,14;6,77;10,85
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2023";"Nederland";0,19;10,17;15,34
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Trein";"Waarde";"2024*";"Nederland";0,18;9,83;14,64
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2018";"Nederland";1,08;4,25;21,47
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2019";"Nederland";1,08;4,16;22,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2020";"Nederland";0,83;3,34;18,41
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2021";"Nederland";0,82;3,43;18,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2022";"Nederland";0,94;3,66;20,08
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2023";"Nederland";0,94;3,97;20,54
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Rijbewijs, geen personenauto in hh";"Fiets";"Waarde";"2024*";"Nederland";0,92;3,87;20,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";2,13;21,75;63,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";1,99;20,95;62,45
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";1,57;12,94;46,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";1,77;16,06;57,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2022";"Nederland";1,97;18,81;63,35
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2023";"Nederland";2,01;19,84;65,21
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Totaal";"Waarde";"2024*";"Nederland";1,98;19,44;65,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";0,12;2,31;3,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";0,11;1,98;3,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";0,08;1,51;2,31
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";0,08;1,52;2,6
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";0,1;1,95;2,94
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";0,1;2,2;3,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";0,1;1,84;3,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,31;6,01;9,33
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,28;5,47;8,53
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,22;3,71;6,26
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,26;4,92;8,11
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,26;4,98;8,04
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,28;5,36;8,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,28;5,11;8,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2018";"Nederland";0,13;6,2;10,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2019";"Nederland";0,13;6,29;10,51
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2020";"Nederland";0,06;2,9;4,92
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2021";"Nederland";0,07;3,55;6,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2022";"Nederland";0,1;5,2;8,9
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2023";"Nederland";0,12;5,38;9,82
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Trein";"Waarde";"2024*";"Nederland";0,12;5,58;9,83
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2018";"Nederland";0,75;2,98;16,58
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2019";"Nederland";0,74;2,93;17,22
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2020";"Nederland";0,56;2,26;13,38
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2021";"Nederland";0,58;2,45;15,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2022";"Nederland";0,68;2,76;16,71
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2023";"Nederland";0,7;2,95;17,75
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; wel 17 jaar of ouder";"Fiets";"Waarde";"2024*";"Nederland";0,69;2,9;17,5
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2018";"Nederland";2,95;19,67;63,28
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2019";"Nederland";2,89;19,98;63,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2020";"Nederland";2,36;14,27;56,39
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2021";"Nederland";2,58;16,08;65,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2022";"Nederland";2,74;17,07;62,79
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2023";"Nederland";2,75;18,82;63,89
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Totaal";"Waarde";"2024*";"Nederland";2,8;18,97;64,99
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2018";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2019";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2020";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2021";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2022";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2023";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto (bestuurder)";"Waarde";"2024*";"Nederland";;;
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2018";"Nederland";0,8;11,29;17,72
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2019";"Nederland";0,81;12,08;18,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2020";"Nederland";0,61;8,43;13,95
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2021";"Nederland";0,65;9,62;16,02
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2022";"Nederland";0,68;9,56;16,01
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2023";"Nederland";0,73;11,25;17,62
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Personenauto  (passagier)";"Waarde";"2024*";"Nederland";0,72;11,14;17,88
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2018";"Nederland";0,03;1,24;2,07
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2019";"Nederland";0,02;0,99;1,63
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2020";"Nederland";0,01;0,44;0,78
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2021";"Nederland";0,02;0,47;0,98
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2022";"Nederland";0,02;0,94;1,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2023";"Nederland";0,02;1,03;1,86
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Trein";"Waarde";"2024*";"Nederland";0,02;0,97;1,59
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Fiets";"Waarde";"2018";"Nederland";1,45;4,48;26,24
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Fiets";"Waarde";"2019";"Nederland";1,38;4,33;26,81
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Fiets";"Waarde";"2020";"Nederland";1,1;3,43;22,96
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Fiets";"Waarde";"2021";"Nederland";1,16;3,73;25,56
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Geen rijbewijs; jonger dan 17 jaar";"Fiets";"Waarde";"2022";"Nederland";1,32;4,2;26,39
